FBI1;FBI2;FBI3;FBI4;FBI5;FBI6;FBI7;FBI8;MSFU1;MSFU2;MSFU3;MSFU4;MSFU5;MSFU6;MSFU7;MSFU8;MSFU9;MSFU10;COMF1;COMF2;COMF3;COMF4;COMF5;COMF6;COMF7;COMF8;COMF9;COMF10;COMF11;CI;RSES1;RSES2;RSES3;RSES4;RSES5;RSES6;RSES7;RSES8;RSES9;RSES10;CSS1;CSS2;CSS3;CSS4;CSS5;CSS6;CSS7;CSS8;CSS9;CSS10;CSS11;CSS12;CSS13;CSS14;CSS15;RRS1;RRS2;RRS3;RRS4;RRS5;RRS6;RRS7;RRS8;RRS9;RRS10;RRS11;RRS12;RRS13;RRS14;RRS15;RRS16;RRS17;RRS18;RRS19;RRS20;RRS21;RRS22;CI2;DASS1;DASS2;DASS3;DASS4;DASS5;DASS6;DASS7;DASS8;DASS9;DASS10;DASS11;DASS12;DASS13;DASS14;DASS15;DASS16;DASS17;DASS18;DASS19;DASS20;DASS21;FBI;MSFUP;MSFUaprivate;MSFUapublic;COMF;CSS;RSES;RRS;DASS_stress;DASS_anxiety;DASS_depression
2;2;2;1;2;1;200;30;3;2;1;2;1;5;5;1;1;1;3;2;4;2;3;2;4;3;3;4;3;1;1;1;1;2;2;1;3;1;2;2;4;4;3;3;4;2;3;2;3;4;4;3;2;5;3;2;3;2;1;2;3;2;3;2;1;2;3;2;3;3;2;3;3;2;2;3;3;4;0;1;1;2;1;2;1;0;1;2;1;1;2;1;2;1;1;2;1;2;1;10;6;10;3;33;49;16;52;7;10;9
3;2;4;4;2;4;100;50;7;4;3;3;2;7;7;5;4;4;2;4;2;2;4;3;2;4;5;3;2;1;2;1;3;3;2;1;2;1;2;2;3;4;4;4;4;2;4;3;5;3;4;5;3;2;5;3;1;2;2;2;3;4;2;1;2;3;1;3;1;3;3;4;4;3;2;2;3;4;0;1;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;19;12;14;13;33;55;19;54;2;3;1
4;2;4;3;1;4;160;15;6;3;3;5;2;6;6;1;1;1;2;2;2;2;2;2;2;1;4;2;2;1;2;1;3;2;2;1;2;2;1;1;5;4;5;4;5;2;4;5;5;3;4;5;3;2;4;2;1;3;3;1;2;2;3;3;3;4;1;4;3;3;4;3;3;2;3;3;2;4;2;0;2;0;2;1;0;2;0;1;1;2;1;1;0;2;1;2;0;0;1;18;13;12;3;23;60;17;58;11;0;10
3;2;2;1;1;1;200;10;5;3;4;4;3;5;5;2;2;2;2;2;2;2;3;2;1;3;2;3;2;1;2;0;2;2;2;3;2;2;2;2;4;4;3;5;3;2;4;5;4;3;4;4;3;2;4;4;1;3;2;3;2;3;2;1;2;4;1;3;2;3;4;3;3;3;2;4;2;4;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;10;14;10;6;24;54;19;57;3;2;0
4;3;4;4;3;4;200;30;6;4;4;4;4;7;7;2;2;2;2;4;2;3;4;3;4;3;3;3;4;1;1;1;1;2;2;1;1;2;2;1;4;3;5;3;4;3;4;3;2;2;2;3;3;5;3;2;3;2;3;3;3;3;2;3;2;2;1;2;3;3;2;2;4;2;3;2;3;4;2;1;2;0;2;2;1;2;1;2;1;1;2;2;1;2;1;1;2;1;2;22;16;14;6;35;49;14;55;11;7;13
2;1;2;1;2;1;100;10;3;2;3;2;2;1;1;1;1;1;2;4;3;3;3;4;3;4;1;4;4;1;2;1;2;3;1;2;2;1;2;2;4;3;3;3;5;2;4;4;2;4;3;3;3;2;4;4;2;1;2;2;3;2;2;2;2;2;2;2;3;2;2;1;2;2;1;2;1;4;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;9;9;2;3;35;49;18;44;3;1;3
4;3;4;2;3;3;250;10;6;2;1;3;1;6;6;2;3;2;4;4;3;2;4;4;4;4;5;4;3;1;3;2;2;2;3;2;3;2;3;3;5;3;4;5;4;2;4;4;4;4;4;4;3;2;3;1;3;3;2;1;2;1;1;1;4;1;1;4;3;1;2;2;2;1;1;1;1;4;3;2;0;0;1;1;1;2;0;0;2;2;0;0;1;0;0;1;0;0;0;19;7;12;7;41;55;25;39;11;4;1
4;3;3;4;4;3;50;60;7;4;3;4;2;6;6;1;2;2;3;3;4;2;4;3;3;2;4;3;3;1;2;1;2;1;1;1;1;1;2;2;2;3;2;4;4;4;4;4;5;3;2;4;3;4;5;2;3;4;4;2;2;2;2;3;3;2;1;2;3;3;2;1;2;3;1;1;1;4;1;3;1;1;2;2;2;2;3;1;3;2;0;1;2;1;1;2;2;2;1;21;13;12;5;34;53;14;49;13;15;7
5;3;5;5;3;4;169;300;7;5;5;3;2;6;5;2;2;2;4;4;4;4;4;4;3;4;3;3;4;1;2;1;3;3;2;2;2;1;2;2;5;4;5;4;5;4;4;5;4;2;2;3;4;5;4;2;3;3;4;2;2;2;2;3;2;2;1;3;3;2;3;3;3;3;3;2;2;4;2;3;1;0;2;1;1;2;2;1;0;1;0;2;1;1;1;1;0;0;0;25;15;11;6;41;60;20;55;9;7;6
4;3;4;3;2;3;499;80;7;2;4;3;3;3;3;3;3;2;5;3;3;2;4;4;5;3;2;4;2;1;2;2;2;2;3;3;2;3;3;2;5;3;4;2;3;4;2;4;4;5;3;4;2;4;4;2;3;3;3;2;4;2;2;2;2;3;1;2;2;1;1;1;1;1;1;1;1;4;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;12;6;8;37;53;24;41;1;0;1
4;3;5;3;4;4;1500;120;7;5;6;5;4;7;6;5;4;4;4;3;2;2;3;2;3;3;2;4;3;1;2;3;2;3;3;3;2;3;3;3;4;2;5;2;4;4;2;4;2;3;2;4;2;3;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;4;1;2;1;0;0;1;2;2;0;1;1;2;1;1;1;1;1;0;0;1;0;23;20;13;13;31;45;27;36;8;6;5
4;3;4;3;3;3;325;15;6;3;1;3;1;7;7;4;4;4;2;4;2;2;4;2;2;4;4;2;2;1;3;3;3;3;3;3;3;0;3;3;5;1;2;2;3;2;2;3;3;2;3;4;2;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;8;14;12;30;40;27;22;0;0;0
5;3;2;1;1;1;140;30;6;4;3;5;3;7;7;1;1;1;4;1;2;4;2;4;2;2;2;4;4;1;1;0;1;2;0;1;1;1;0;1;4;4;4;3;4;4;2;5;4;4;4;5;4;4;4;3;3;1;1;1;3;1;4;3;1;3;1;3;3;1;1;3;4;3;1;4;3;4;2;0;1;0;2;0;0;2;0;3;0;2;3;0;0;2;3;2;0;0;3;13;15;14;3;31;59;8;51;8;0;17
3;2;3;2;3;2;154;30;6;5;4;4;5;4;3;3;3;3;3;4;5;4;3;4;4;4;4;4;5;1;3;3;3;3;3;3;3;3;3;3;5;3;3;2;4;4;2;5;4;4;3;3;2;5;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;1;1;1;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;15;18;7;9;44;51;30;27;2;0;0
5;4;4;5;5;5;1800;240;7;5;4;3;4;5;6;4;4;4;2;3;4;4;4;4;4;5;5;3;3;1;3;1;3;3;2;1;2;3;3;3;3;3;2;3;3;3;3;5;2;4;3;4;3;3;3;1;2;2;2;1;2;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;4;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;28;16;11;12;41;47;24;29;3;1;0
4;3;4;4;3;4;114;20;6;3;2;3;2;3;3;2;2;2;2;4;3;3;4;3;3;4;4;3;2;1;2;2;2;2;2;2;2;2;2;2;4;2;4;2;3;3;2;3;3;2;2;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;1;1;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;10;6;6;35;39;20;26;1;1;0
5;2;5;2;3;4;150;60;7;4;3;4;3;7;7;2;2;2;4;2;3;2;2;4;3;3;4;4;4;1;2;2;2;2;3;3;3;2;3;1;4;4;4;3;2;5;4;4;3;3;4;4;4;3;3;2;1;3;1;1;3;2;4;1;1;2;1;2;1;1;1;2;2;2;2;2;1;4;0;0;1;0;1;0;0;0;0;2;0;1;2;1;0;2;0;2;0;0;1;21;14;14;6;35;54;23;38;4;0;9
2;3;2;2;1;1;280;60;5;5;2;4;5;6;6;2;3;4;1;4;1;1;2;1;1;1;5;1;1;1;3;2;3;3;2;2;3;1;2;3;4;3;2;2;4;2;2;5;2;2;4;2;3;2;2;3;2;3;3;1;2;3;3;3;3;3;1;3;3;1;3;4;3;1;3;4;2;4;0;1;1;1;1;2;2;2;2;2;2;2;3;2;1;2;2;2;2;2;2;11;16;12;9;19;41;24;57;12;11;13
3;1;4;2;2;2;300;30;5;5;2;5;2;6;6;2;2;2;2;4;3;2;3;2;2;2;4;2;3;1;2;2;2;2;2;1;2;2;3;3;4;4;4;3;4;4;4;5;4;3;4;5;3;4;4;2;1;3;3;1;2;2;2;3;1;4;3;3;2;3;3;2;3;4;3;3;1;4;2;2;0;0;2;1;0;2;1;0;2;2;1;1;0;0;1;2;0;0;0;14;14;12;6;29;59;21;54;12;3;4
2;3;1;1;2;2;110;1;5;3;4;2;4;6;1;2;2;2;1;1;1;2;2;1;1;1;2;5;1;1;1;1;2;1;1;1;2;0;2;1;4;4;4;2;5;3;4;4;3;2;2;5;4;2;4;1;2;1;3;1;4;1;3;3;2;1;1;3;3;1;4;2;1;4;4;1;2;4;0;0;1;1;2;0;0;0;1;0;1;0;2;2;0;0;0;0;0;0;0;11;13;7;6;18;52;12;48;3;2;5
3;3;3;2;4;2;40;15;5;4;2;5;2;5;5;4;3;2;4;4;3;2;5;4;4;4;4;4;4;1;1;1;2;1;1;1;2;0;1;1;4;4;5;4;4;4;4;5;5;4;4;5;4;4;4;2;3;3;3;2;4;3;2;4;2;3;2;4;4;3;3;2;3;2;3;2;3;4;1;1;1;0;2;2;0;1;1;0;2;2;1;1;0;1;2;2;0;0;1;17;13;10;9;42;64;11;62;11;2;8
4;4;4;4;3;3;300;240;5;6;6;6;5;5;5;5;5;5;4;4;3;3;3;3;3;2;3;2;4;1;2;1;3;3;2;2;1;2;2;2;4;3;4;4;3;4;3;2;3;4;3;4;3;4;2;3;2;3;3;3;3;1;2;2;2;3;3;2;2;2;1;3;1;3;3;2;3;4;2;1;1;2;2;1;2;2;1;1;2;1;2;2;1;2;0;1;2;0;1;22;23;10;15;34;50;20;52;11;9;9
4;3;4;4;4;4;150;60;6;5;3;4;3;5;6;5;4;4;5;4;5;4;4;4;4;4;3;4;4;1;1;0;0;1;0;0;1;1;1;1;4;3;4;4;4;5;5;3;4;4;2;4;4;4;4;3;3;4;3;3;3;3;3;3;2;2;2;4;3;3;3;3;3;4;4;2;3;4;2;1;2;1;2;2;1;2;2;2;2;2;3;2;2;2;3;3;0;2;2;23;15;11;13;45;58;6;66;15;9;16
5;2;4;4;2;1;70;30;5;1;1;1;1;7;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;1;0;1;1;1;1;1;3;4;2;4;5;3;5;4;4;3;4;4;4;3;4;2;3;3;4;2;4;3;4;3;2;1;1;2;3;3;3;2;4;4;2;1;2;4;2;2;2;1;3;2;3;2;2;2;1;2;2;1;0;2;2;0;1;1;3;18;4;14;3;11;56;9;58;10;10;16
4;4;4;4;4;5;250;60;7;4;2;4;2;3;3;3;3;3;4;2;4;4;4;5;4;4;3;5;4;1;2;1;2;2;3;2;2;2;1;1;4;4;4;5;5;4;5;4;4;4;4;5;4;3;5;1;1;3;2;1;1;1;1;1;2;1;1;3;2;1;2;1;2;2;1;1;1;4;0;0;0;0;0;1;0;1;2;0;1;0;0;0;1;0;1;1;1;0;0;25;12;6;9;43;64;18;32;4;4;1
1;1;1;1;1;1;200;0;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;4;1;1;1;5;2;1;2;1;1;2;3;0;3;3;3;3;1;1;5;1;4;2;1;4;1;1;5;1;5;1;1;2;3;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;6;4;2;3;21;34;21;36;1;3;4
4;5;4;5;5;5;1000;5;5;6;5;6;5;4;6;5;5;6;4;5;5;4;4;4;4;5;4;5;4;1;0;2;0;2;2;3;1;2;2;0;5;2;4;5;2;4;5;4;2;4;1;4;2;5;2;2;3;3;2;1;2;2;3;2;2;1;2;2;2;1;2;3;3;2;2;1;2;4;0;1;1;3;1;3;2;1;2;2;3;3;3;1;0;1;1;2;2;1;2;28;22;10;16;48;51;14;45;13;11;11
4;3;3;2;1;3;200;60;7;3;3;3;3;1;1;1;2;1;3;2;4;4;4;2;3;4;2;3;3;1;1;1;2;2;2;1;2;1;2;1;4;4;4;4;4;3;3;4;3;2;3;4;3;4;4;4;3;2;3;2;3;2;3;2;1;2;1;4;2;2;2;2;3;2;2;1;3;4;0;1;1;0;2;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;16;12;2;4;34;53;15;51;2;1;7
5;4;5;4;3;4;700;300;7;5;4;5;4;5;4;6;6;6;4;4;4;4;4;4;4;4;4;4;4;1;2;1;2;2;2;1;1;1;2;2;4;2;4;5;5;4;5;5;5;4;2;4;4;4;3;2;2;2;3;2;2;3;2;2;2;2;2;4;2;2;3;3;3;2;2;3;2;4;1;0;0;0;1;2;1;1;1;0;1;1;1;1;0;0;1;2;0;0;0;25;18;9;18;44;60;16;52;9;2;3
4;3;4;2;2;4;178;15;5;3;2;2;2;6;6;2;2;2;1;2;3;4;4;4;4;5;5;5;1;1;0;2;2;2;1;1;2;1;2;1;4;4;5;1;3;1;1;1;2;1;4;5;2;1;4;3;3;3;4;3;4;4;3;3;2;2;1;4;4;2;3;3;4;4;4;2;3;4;0;2;2;1;2;0;1;0;0;3;2;3;2;0;0;3;1;0;1;1;3;19;9;12;6;38;39;14;68;5;6;16
4;4;4;3;4;3;500;30;6;4;4;4;4;5;5;1;1;4;4;4;4;2;4;3;4;4;4;3;3;1;2;2;2;2;2;1;1;0;2;2;4;2;4;4;4;4;4;4;2;4;3;5;3;4;4;3;3;3;2;2;3;4;3;3;3;3;3;3;3;3;3;4;4;3;3;4;3;4;2;2;1;0;2;2;1;2;2;2;2;3;2;2;3;2;2;2;2;2;2;22;16;10;6;39;55;16;68;15;12;13
3;2;1;2;2;1;30;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;5;1;2;1;5;1;1;2;2;2;2;2;2;2;1;2;2;3;3;4;3;4;4;2;4;4;3;5;4;3;3;4;3;2;2;1;1;2;3;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;0;0;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;11;7;2;3;20;53;19;41;9;9;6
1;1;3;1;1;1;40;60;7;1;1;1;1;7;1;1;1;1;2;2;2;2;3;2;2;3;3;2;1;1;2;1;3;2;2;1;2;2;2;3;1;2;5;1;3;1;1;4;4;1;2;5;1;1;2;3;2;4;3;4;4;4;4;1;1;2;1;2;2;1;1;1;1;3;3;2;2;4;3;0;2;3;3;0;0;2;1;0;1;3;2;1;0;2;1;0;3;0;0;8;4;8;3;24;34;20;51;10;7;10
1;2;1;1;1;1;170;10;5;2;1;2;1;3;2;2;1;1;4;3;4;4;4;4;4;4;2;4;2;1;2;2;2;2;2;1;2;1;2;2;5;4;4;2;3;2;1;2;3;4;3;4;4;2;4;2;2;2;2;2;3;1;3;3;2;1;1;2;2;2;2;2;3;3;1;2;1;4;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;7;6;5;4;39;47;18;44;4;2;0
1;2;1;1;1;3;15;1;4;2;2;1;1;2;2;1;1;1;3;4;2;2;1;3;2;1;1;2;1;1;0;0;1;1;0;0;0;1;0;0;4;5;4;2;3;2;2;3;4;3;3;5;3;1;4;3;3;3;2;2;4;3;3;4;1;1;1;2;3;4;3;4;4;4;3;2;2;4;0;1;2;0;3;0;0;1;0;3;0;2;1;0;0;2;3;1;0;0;3;9;6;4;3;22;48;3;61;4;1;17
2;1;2;1;1;1;523;30;6;1;1;1;2;5;2;1;1;1;1;1;1;3;1;4;1;1;2;5;1;1;2;2;2;3;2;3;3;1;3;2;4;4;4;2;4;4;2;5;3;4;4;5;4;3;4;2;1;3;1;1;1;1;1;1;2;2;1;3;1;1;2;1;4;1;1;2;1;4;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;8;5;7;3;21;56;23;34;2;3;0
5;5;5;4;4;4;110;200;7;7;5;6;5;5;6;5;3;2;3;3;3;3;4;2;3;3;4;2;3;1;2;2;2;2;2;2;2;2;2;2;4;3;4;4;4;3;4;4;4;3;3;4;4;3;4;2;2;2;2;3;2;2;1;2;2;2;1;3;2;2;2;2;3;2;2;1;2;4;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;27;23;11;10;33;55;20;44;1;1;1
5;3;5;2;3;3;400;60;7;5;4;4;4;6;6;2;2;2;1;1;1;1;1;1;1;1;3;1;1;1;2;1;3;2;2;1;2;1;2;1;1;5;1;1;5;3;4;3;4;1;3;2;5;3;5;4;4;4;4;4;4;4;4;4;4;4;1;4;4;1;4;4;4;4;1;4;1;4;1;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;0;3;3;3;21;17;12;6;13;46;17;76;16;19;21
5;2;5;4;4;4;181;45;7;5;3;5;3;4;4;2;2;2;4;3;4;2;3;4;2;4;4;4;2;1;2;1;2;2;2;1;2;1;1;2;5;4;5;4;3;2;4;2;4;5;4;5;3;2;4;2;3;4;2;2;3;2;2;3;2;2;1;4;3;2;2;2;3;4;2;2;2;4;1;1;2;1;3;2;2;1;1;3;2;1;1;2;1;2;1;3;1;0;2;24;16;8;6;36;56;16;54;12;7;14
4;3;5;3;3;4;250;60;7;5;3;2;3;7;7;2;2;2;4;4;5;2;4;5;5;4;3;5;4;1;2;1;2;2;1;1;1;1;2;2;4;5;5;4;5;4;4;5;5;4;4;5;5;4;5;2;1;3;2;2;3;1;1;1;1;1;1;4;1;1;3;1;3;3;2;1;1;4;1;1;0;1;1;0;0;1;2;0;1;1;1;1;1;0;0;0;2;0;0;22;13;14;6;45;68;15;39;5;7;2
4;3;4;4;3;4;120;30;7;4;3;4;2;6;2;3;3;3;4;3;3;3;4;3;4;4;2;4;4;1;2;2;3;2;3;3;2;2;3;2;4;4;3;3;4;3;3;4;4;3;4;4;4;3;4;1;2;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;13;8;9;38;54;24;25;0;1;1
5;5;5;5;5;5;950;60;7;5;4;6;4;5;5;4;4;4;3;4;4;4;4;4;3;4;4;4;4;1;3;2;3;3;3;2;3;3;3;3;4;1;5;2;4;3;3;4;3;4;4;4;2;3;2;2;1;1;1;1;1;1;1;1;3;2;1;3;1;1;1;1;1;1;1;3;1;4;1;0;0;0;1;1;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;30;19;10;12;42;48;28;30;4;2;1
4;3;4;4;3;3;120;30;6;5;3;3;3;6;5;3;3;2;4;2;2;2;4;2;2;2;4;2;2;1;2;1;2;2;2;1;2;2;2;2;4;3;4;2;4;4;2;4;2;3;3;4;3;4;3;2;2;2;2;1;1;1;1;1;1;1;1;3;1;1;2;2;2;1;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;14;11;8;28;49;18;32;0;0;0
4;3;4;2;4;2;335;120;7;6;2;6;2;4;6;5;5;4;4;2;4;4;4;4;4;2;3;4;4;1;1;1;2;1;1;1;1;1;1;1;3;4;4;3;4;3;4;4;4;4;4;4;4;3;4;3;2;3;2;2;3;2;2;3;2;2;1;3;2;2;2;3;3;3;2;2;2;4;2;1;1;0;2;2;1;1;2;2;1;2;2;2;0;2;2;2;1;1;2;19;16;10;14;39;56;11;51;12;6;13
4;3;4;5;4;5;300;60;5;5;5;5;5;5;6;4;2;2;3;4;3;3;3;2;3;4;4;2;3;1;2;1;2;2;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;1;2;3;3;2;2;2;2;1;3;2;1;2;2;2;2;4;2;2;1;1;2;1;1;1;2;0;1;2;1;1;2;3;2;1;1;0;1;25;20;11;8;34;45;18;46;9;9;10
5;5;5;5;4;4;103;30;7;6;5;6;6;3;3;2;2;2;5;5;5;3;5;5;4;5;4;5;5;1;1;1;2;1;1;1;1;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;4;4;4;4;3;3;4;2;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;1;1;2;2;2;3;3;3;1;3;2;1;2;2;2;1;1;2;3;28;23;6;6;51;73;9;81;13;13;15
5;4;5;3;3;4;500;30;7;5;4;5;5;4;7;2;2;2;3;3;3;2;3;4;3;3;4;3;3;1;2;2;3;3;3;2;3;2;2;2;4;3;4;3;4;4;5;4;3;4;4;4;4;4;3;2;4;2;4;2;3;3;3;4;2;2;1;4;4;2;4;2;3;4;4;2;3;4;1;0;1;1;3;0;0;2;1;1;1;1;1;0;1;2;0;0;1;1;0;24;19;11;6;34;57;24;64;5;5;8
4;4;4;2;2;4;30;2;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;3;3;3;3;3;3;1;2;1;2;2;2;2;2;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;2;1;1;20;20;10;15;33;45;18;22;7;10;8
1;2;1;1;2;2;10;1;4;3;2;3;1;2;2;2;2;2;2;4;4;2;4;3;3;4;3;3;3;1;1;1;1;1;1;1;2;1;1;1;4;5;3;4;4;4;4;4;5;3;4;4;4;3;4;2;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;2;2;4;1;1;1;0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;9;9;4;6;35;59;11;61;4;4;5
5;4;5;5;2;3;50;180;7;4;3;3;3;5;5;4;4;3;4;3;3;3;3;4;4;3;4;4;4;1;2;1;2;2;2;1;2;2;2;1;3;4;4;4;4;4;4;5;4;4;3;4;4;4;4;2;1;2;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;1;4;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;24;13;10;11;39;59;17;35;5;1;0
5;5;5;5;4;4;700;60;7;4;2;3;3;7;7;3;3;3;2;4;2;2;2;1;3;4;4;3;2;1;2;2;2;2;3;1;2;2;3;2;5;2;4;2;2;3;4;4;4;3;4;4;4;4;3;2;2;3;3;1;4;2;1;3;1;1;1;2;2;1;2;2;2;3;1;2;2;4;1;0;0;0;2;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;28;12;14;9;29;52;21;43;5;0;2
4;4;4;4;4;3;400;340;7;6;5;6;5;7;5;4;4;4;4;4;4;4;4;3;4;4;4;3;4;1;2;2;2;2;2;2;2;2;2;2;4;2;4;2;3;2;2;3;1;3;2;4;2;3;2;2;3;3;2;2;2;3;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;4;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;23;22;12;12;42;39;20;49;3;1;0
3;2;3;2;4;3;90;40;4;2;2;3;2;5;5;1;2;2;4;4;3;2;2;2;2;4;5;2;1;1;1;0;2;2;0;0;1;2;1;1;4;4;5;3;4;4;4;3;5;4;2;5;4;4;5;2;3;3;1;3;4;3;4;3;1;2;1;2;2;3;3;3;2;4;2;3;3;4;1;1;0;0;1;2;1;0;2;0;1;0;0;0;0;0;1;0;0;0;2;17;9;10;5;31;60;10;57;4;4;4
5;3;5;5;4;4;360;90;7;5;4;5;4;5;5;2;3;2;4;2;5;4;5;4;5;4;2;4;5;1;3;1;2;2;2;1;2;1;3;2;4;4;5;4;5;4;3;4;5;4;5;5;3;3;5;2;2;3;2;1;2;3;2;3;3;4;2;4;2;2;4;3;3;3;3;3;3;4;2;3;0;0;1;2;0;1;1;0;1;1;0;3;0;0;0;0;0;0;0;26;18;10;7;44;63;19;59;10;4;1
5;3;4;2;2;4;300;30;7;5;1;2;1;3;4;4;5;5;4;3;4;2;3;2;1;2;5;2;2;1;2;3;2;3;3;2;3;2;3;3;4;3;5;1;2;4;2;4;1;1;2;4;4;2;2;1;2;2;2;2;1;2;1;2;3;2;1;3;2;2;3;2;2;1;2;2;3;4;2;1;0;0;0;2;1;2;0;0;2;1;1;1;0;0;0;3;1;0;0;20;9;7;14;30;41;26;43;13;3;1
3;2;4;2;3;2;450;210;6;5;4;5;3;5;5;4;4;5;2;2;4;4;3;2;3;4;4;3;2;1;2;2;3;3;3;3;3;2;3;3;4;4;4;3;4;2;2;4;2;4;4;4;2;2;4;2;1;1;2;2;2;1;2;1;2;3;2;3;2;2;1;2;2;3;1;2;1;4;0;2;0;1;1;2;1;0;0;1;2;1;2;1;1;1;0;0;1;0;1;16;17;10;13;33;49;27;40;6;6;6
4;3;4;3;3;2;400;40;6;4;2;5;3;6;6;2;2;2;4;4;4;3;5;3;2;4;4;3;4;1;1;1;2;2;1;1;1;0;2;1;4;5;4;4;4;4;4;4;4;3;4;4;3;4;4;2;2;3;3;2;3;3;3;3;3;3;1;3;2;3;3;2;2;3;2;2;2;4;1;0;1;0;2;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;19;14;12;6;40;59;12;55;6;2;7
5;3;5;4;3;3;399;45;7;5;3;2;2;5;5;5;3;6;4;2;3;1;4;4;1;5;3;3;2;1;0;0;2;1;1;1;1;1;0;0;3;5;3;2;5;2;4;4;3;3;3;4;2;1;4;3;2;4;2;1;4;2;2;3;2;2;1;2;2;1;2;3;3;4;3;1;2;4;0;1;1;1;3;1;0;1;2;3;2;0;2;0;0;2;1;0;0;1;0;23;12;10;14;32;48;7;51;4;5;12
4;2;4;2;3;4;300;5;6;3;2;5;2;7;7;3;3;3;5;5;5;2;3;5;4;4;4;5;5;1;0;0;1;0;0;0;0;0;0;0;5;5;5;5;5;4;4;4;4;4;5;5;4;3;5;3;4;3;3;2;4;2;3;4;3;2;2;4;2;2;4;4;4;4;2;2;4;4;1;2;3;1;3;2;1;2;1;3;2;1;3;0;1;3;3;1;2;1;3;19;12;14;9;47;67;1;67;9;9;21
4;2;3;3;3;3;100;10;6;6;4;4;4;5;5;2;2;2;4;2;4;3;4;3;3;4;3;4;4;1;1;1;1;2;1;1;1;1;1;1;4;4;3;3;4;3;3;4;4;3;4;4;4;3;4;2;3;4;4;2;3;2;2;2;3;2;1;3;2;4;4;2;3;4;2;1;2;4;1;0;1;1;2;1;0;1;2;2;1;1;1;0;0;2;1;1;0;1;2;18;18;10;6;38;54;11;57;6;4;11
2;1;3;2;1;1;800;10;5;5;3;5;5;7;4;4;4;5;4;4;5;4;3;4;4;3;2;3;4;1;0;0;0;0;0;0;0;0;0;0;5;2;4;3;1;3;1;5;1;3;1;1;2;3;2;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;4;2;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;10;18;11;13;40;37;0;26;5;0;0
