FBI1;FBI2;FBI3;FBI4;FBI5;FBI6;FBI7;FBI8;MSFU1;MSFU2;MSFU3;MSFU4;MSFU5;MSFU6;MSFU7;MSFU8;MSFU9;MSFU10;COMF1;COMF2;COMF3;COMF4;COMF5;COMF6;COMF7;COMF8;COMF9;COMF10;COMF11;CI;RSES1;RSES2;RSES3;RSES4;RSES5;RSES6;RSES7;RSES8;RSES9;RSES10;CSS1;CSS2;CSS3;CSS4;CSS5;CSS6;CSS7;CSS8;CSS9;CSS10;CSS11;CSS12;CSS13;CSS14;CSS15;RRS1;RRS2;RRS3;RRS4;RRS5;RRS6;RRS7;RRS8;RRS9;RRS10;RRS11;RRS12;RRS13;RRS14;RRS15;RRS16;RRS17;RRS18;RRS19;RRS20;RRS21;RRS22;CI2;DASS1;DASS2;DASS3;DASS4;DASS5;DASS6;DASS7;DASS8;DASS9;DASS10;DASS11;DASS12;DASS13;DASS14;DASS15;DASS16;DASS17;DASS18;DASS19;DASS20;DASS21;FBI;MSFUP;MSFUaprivate;MSFUapublic;COMF;CSS;RSES;RRS;DASS_stress;DASS_anxiety;DASS_depression
5;4;4;3;3;3;319;300;7;5;4;4;2;6;6;4;4;4;3;4;4;3;4;3;3;3;4;3;3;1;2;1;2;2;2;1;2;2;2;2;3;4;4;4;4;3;3;4;3;3;3;3;3;3;3;2;1;2;1;2;2;2;1;2;2;1;1;2;2;3;2;2;2;1;2;1;1;4;0;3;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;1;0;22;15;12;12;37;50;18;37;3;5;2
4;4;4;3;3;4;110;55;6;6;3;3;6;5;5;5;5;5;3;3;4;3;3;4;2;3;4;2;3;1;2;1;2;3;2;1;2;1;1;3;3;2;4;3;3;4;4;3;3;4;2;3;2;3;2;3;2;3;3;2;2;2;3;3;3;2;3;3;3;2;2;3;2;3;3;3;3;4;2;1;2;0;1;2;2;3;2;2;2;1;1;2;2;2;3;1;1;2;0;22;18;10;15;34;45;18;58;13;10;11
5;1;5;4;2;5;277;25;7;2;2;2;2;7;7;2;2;2;2;1;2;4;3;2;4;2;4;2;2;1;2;1;2;2;2;2;2;2;2;2;3;4;1;1;2;3;1;4;1;3;1;5;3;1;3;3;1;3;3;2;2;2;1;1;3;3;1;3;2;3;3;4;4;1;4;1;2;4;1;0;1;0;1;2;1;3;3;1;1;3;0;0;2;3;0;0;0;1;0;22;8;14;6;28;36;19;52;10;7;6
4;3;4;2;1;3;100;30;6;2;2;3;2;5;5;3;2;2;5;4;3;2;3;1;2;3;2;1;1;1;2;3;2;3;2;2;3;2;1;3;3;3;4;1;3;4;1;3;3;3;2;5;3;2;2;2;1;1;2;1;2;2;2;2;2;1;1;2;3;2;2;2;1;2;2;3;2;4;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;2;0;1;0;0;0;17;9;10;7;27;42;23;40;5;3;4
5;5;5;5;4;5;33;7;7;4;6;5;5;7;7;5;5;5;3;2;4;2;4;3;2;4;5;3;2;1;2;1;2;1;1;1;2;1;2;2;3;4;4;4;4;2;4;4;4;4;3;4;4;3;4;4;2;1;2;3;2;2;2;2;2;2;1;3;2;1;3;3;3;3;2;2;2;4;1;1;1;0;2;2;0;1;1;1;1;1;1;1;0;1;1;1;0;2;1;29;20;14;15;34;55;15;49;8;4;8
4;4;4;3;3;5;13;3;6;6;6;5;5;5;5;3;3;3;3;3;4;2;3;3;4;3;4;3;3;1;2;2;2;2;2;2;2;1;1;2;4;3;4;3;5;4;4;3;2;3;2;3;3;4;3;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;1;1;0;0;1;1;1;1;1;2;1;1;1;1;1;1;1;23;22;10;9;35;50;18;44;7;6;7
5;3;5;4;2;2;83;45;7;4;2;4;2;6;6;5;3;5;4;2;3;1;4;5;3;4;4;5;5;1;1;1;2;2;2;1;2;1;2;1;4;5;4;4;5;4;5;4;4;4;4;5;4;4;5;2;3;3;2;2;3;3;2;3;1;3;1;2;2;2;3;2;2;3;3;3;1;4;1;0;1;3;2;1;0;2;2;0;1;2;1;1;3;1;0;1;2;2;0;21;12;12;13;40;65;15;51;9;12;5
4;3;4;4;3;4;700;120;7;5;3;4;3;7;7;2;2;2;4;4;4;3;4;4;4;4;5;3;3;1;2;2;2;2;2;2;2;2;2;3;4;2;4;4;4;5;4;4;3;3;3;4;4;4;2;2;1;1;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;4;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;22;15;14;6;42;54;21;33;2;0;3
4;3;4;4;4;4;185;300;7;5;3;5;3;7;6;5;3;4;4;4;4;4;4;4;4;4;3;4;4;1;2;1;2;2;2;1;2;1;2;2;4;4;4;5;4;4;4;4;4;4;4;4;4;5;4;2;3;3;2;2;3;2;2;2;2;2;1;3;3;3;2;2;2;3;2;2;2;4;1;0;0;0;2;0;1;2;2;1;1;1;0;1;1;0;1;2;1;1;1;23;16;13;12;43;62;17;50;8;6;5
5;3;5;4;2;4;276;80;7;6;5;7;2;7;7;3;3;2;4;5;4;2;5;4;3;4;4;4;3;1;1;1;1;1;1;0;1;0;1;0;3;4;2;4;5;4;3;4;2;2;4;3;2;3;4;3;3;4;2;3;2;2;3;3;2;3;1;2;3;4;4;3;2;3;2;3;3;4;1;2;2;3;3;1;0;2;2;1;0;2;3;2;1;2;2;0;1;1;2;23;20;14;8;42;49;7;60;8;10;15
4;4;5;5;5;5;100;120;6;4;1;4;1;7;7;3;2;2;4;5;5;5;5;5;5;4;4;5;4;1;2;1;2;2;2;1;3;1;2;3;4;4;5;1;3;1;2;4;4;1;3;5;2;1;3;3;2;4;3;3;2;1;1;2;4;1;1;3;3;3;4;2;4;1;2;1;4;4;1;2;0;0;2;3;0;2;2;2;2;1;2;2;1;2;1;2;0;1;1;28;10;14;7;51;43;19;54;13;6;10
5;4;5;3;4;3;900;180;7;3;2;4;3;7;7;3;3;2;5;5;4;5;5;5;3;4;5;5;3;1;1;0;1;1;0;0;1;1;1;1;3;5;5;4;4;3;3;3;2;4;2;2;3;4;4;3;4;4;4;4;4;3;4;4;4;4;1;2;4;4;4;4;4;4;2;4;2;4;2;3;3;0;2;2;0;1;1;3;3;3;3;3;1;2;2;2;2;0;2;24;12;14;8;49;51;7;77;16;7;17
4;3;4;2;1;2;176;5;2;2;2;2;2;7;7;1;1;1;2;4;2;2;4;2;3;4;1;2;1;1;1;0;1;2;0;0;2;0;0;1;5;5;4;1;4;1;1;4;4;4;3;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;2;4;3;4;3;3;4;3;1;2;2;2;1;2;2;2;3;3;3;3;1;2;3;3;1;3;2;3;16;8;14;3;27;48;7;77;14;14;19
4;3;5;4;2;4;230;60;7;5;5;5;3;7;6;3;3;3;3;1;4;3;3;2;2;3;4;2;2;1;2;2;2;2;2;2;2;1;2;1;4;4;5;1;2;1;1;3;2;4;2;5;1;1;4;1;1;2;2;1;3;1;1;2;2;1;1;2;1;1;2;1;3;2;1;1;2;4;1;0;1;0;1;0;0;0;0;1;0;2;1;1;0;1;0;0;0;0;0;22;18;13;9;29;40;18;34;4;0;5
4;2;2;4;3;1;260;20;7;2;2;4;2;1;6;3;2;1;4;4;4;2;5;4;4;5;2;4;2;1;2;1;3;2;2;0;2;1;2;2;4;4;4;4;5;4;4;5;4;4;3;4;4;2;4;1;2;3;2;2;2;2;1;2;2;3;1;2;2;1;1;2;2;2;1;2;1;4;2;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;16;10;7;6;40;59;17;39;3;1;3
4;3;4;4;4;3;200;30;7;5;1;4;1;7;7;2;2;1;4;2;2;2;2;5;4;3;4;5;4;1;2;0;2;3;1;0;2;0;1;1;4;4;5;4;5;5;3;5;2;4;4;4;4;3;3;2;3;3;3;4;4;3;2;2;4;1;1;2;3;2;4;3;3;4;2;2;4;4;3;1;1;1;2;3;1;3;3;2;3;3;1;1;2;2;2;2;1;0;1;22;11;14;5;37;59;12;61;18;9;11
4;3;4;4;3;3;250;30;7;6;4;4;3;5;5;2;2;3;4;2;3;2;2;2;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;4;3;3;3;4;4;3;4;3;3;3;3;2;3;3;2;2;3;3;1;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;1;1;4;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;0;0;21;17;10;7;26;48;20;39;8;7;6
4;2;4;3;4;3;1800;45;5;5;3;4;2;3;3;3;3;2;3;4;4;2;4;4;3;4;4;4;2;1;2;0;2;2;2;0;2;0;3;2;4;4;4;2;3;2;2;3;3;2;4;4;2;2;4;2;1;3;2;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;2;4;3;0;0;1;1;2;0;2;1;0;1;3;0;1;1;0;1;1;1;0;0;20;14;6;8;38;45;15;33;13;4;2
3;4;3;1;2;4;400;35;6;4;1;2;1;5;2;3;3;3;1;2;2;2;4;4;2;4;4;4;2;1;2;2;3;2;2;1;2;2;2;2;4;4;4;3;4;5;4;4;4;3;4;4;2;4;4;2;3;2;1;3;3;1;1;2;2;1;2;4;3;3;2;1;1;2;1;2;2;4;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;2;0;1;0;17;8;7;9;31;57;20;44;4;3;3
5;3;5;5;5;4;100;360;7;2;2;2;1;7;7;5;5;5;4;4;4;4;4;4;4;4;4;4;2;1;2;2;2;2;2;1;2;1;2;2;4;4;4;2;4;2;2;2;4;4;2;4;4;1;3;2;2;3;3;2;3;1;1;2;1;1;1;3;2;1;3;2;2;3;1;2;2;4;0;0;0;0;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;27;7;14;15;42;46;18;43;3;0;2
4;3;5;4;2;4;300;120;7;4;2;3;2;7;7;2;2;3;4;4;4;2;4;5;4;4;4;4;4;1;1;1;2;0;0;0;2;0;1;0;4;5;4;4;4;4;5;4;5;5;5;5;5;5;5;3;2;3;4;2;3;2;3;2;2;2;1;4;2;2;4;4;4;3;1;1;2;4;1;0;1;0;2;0;0;0;1;0;0;1;1;0;0;0;2;1;0;0;1;22;11;14;7;43;69;7;56;3;1;7
5;3;5;5;3;5;100;240;7;5;3;7;3;5;6;5;5;5;1;1;1;1;1;2;2;2;3;1;3;1;3;2;2;2;2;1;2;1;1;1;3;4;3;4;3;2;3;3;2;2;3;4;3;2;4;3;2;4;2;3;2;2;1;3;2;3;1;4;2;3;3;4;3;4;2;3;3;4;3;1;1;2;3;2;1;2;2;3;2;3;2;1;2;2;1;1;1;2;1;26;18;11;15;18;45;17;59;14;11;13
2;2;2;1;1;1;23;35;2;2;1;2;1;4;3;1;1;1;1;4;2;1;4;1;1;2;1;3;1;1;2;2;2;2;2;2;2;1;2;2;4;3;4;2;3;1;2;3;2;2;2;4;2;1;2;2;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;2;2;1;1;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;7;3;21;37;19;29;0;0;0
5;3;5;4;5;5;300;150;7;4;3;4;3;5;5;2;2;2;2;3;3;4;4;4;3;4;4;3;3;1;2;1;2;3;2;1;2;1;2;2;4;3;4;2;4;4;3;4;4;4;2;4;3;4;3;3;2;2;1;2;2;2;3;2;2;2;1;2;1;2;2;2;2;2;1;1;2;4;1;1;1;2;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;27;14;10;6;37;52;18;41;8;6;6
4;3;4;3;2;1;30;400;5;3;5;4;6;2;2;1;2;2;2;5;4;3;4;3;4;5;2;2;2;1;2;2;2;2;2;1;2;2;2;3;4;4;3;2;4;2;3;4;2;3;4;3;2;1;3;1;3;2;2;4;2;3;2;3;3;2;1;3;3;2;2;1;2;3;2;3;1;4;1;2;1;2;1;2;1;2;1;0;1;3;1;2;1;1;0;1;1;2;1;17;18;4;5;36;44;20;50;12;10;5
5;4;5;5;3;5;600;650;6;6;5;6;5;7;7;6;4;5;4;4;5;5;5;2;2;5;5;4;4;1;0;1;1;2;0;0;2;0;0;1;5;3;3;5;5;4;5;5;1;5;2;5;4;5;4;3;2;3;3;3;2;3;4;1;3;3;1;1;1;1;2;3;3;2;1;2;3;4;2;2;2;1;3;3;3;3;3;3;3;3;3;3;3;1;1;2;2;3;3;27;22;14;15;45;61;7;50;19;17;16
4;3;4;2;3;4;300;120;6;5;4;4;4;3;3;2;2;2;4;4;4;4;4;4;4;4;2;4;4;1;2;1;2;2;2;1;2;1;1;1;4;5;5;4;4;4;4;5;4;4;4;5;5;4;4;2;2;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;4;2;0;1;0;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;0;20;17;6;6;42;65;15;35;10;7;6
5;5;5;5;5;5;300;120;7;5;2;5;2;5;5;3;3;3;3;4;3;3;3;3;4;4;3;2;4;1;2;2;2;2;3;2;2;1;3;2;4;2;4;4;3;2;3;4;3;3;2;4;3;3;3;1;1;2;2;1;2;1;1;2;1;2;1;1;2;1;1;1;1;2;1;1;1;4;1;1;1;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;30;14;10;9;36;47;21;29;5;1;4
2;3;3;2;4;3;250;15;3;4;2;1;1;5;5;4;2;3;4;2;2;3;2;2;2;2;4;2;2;1;3;1;3;3;3;2;2;0;3;3;3;2;3;1;1;1;1;3;1;1;3;4;1;1;1;2;1;1;2;2;1;4;1;4;4;4;4;1;1;1;4;1;1;1;4;4;4;4;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;17;8;10;9;27;27;23;52;3;2;1
4;2;4;1;2;1;90;30;6;4;2;3;2;6;6;2;2;2;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;1;2;0;2;1;3;4;4;1;5;2;2;4;4;2;4;5;3;3;4;3;3;3;2;2;2;3;1;1;3;1;2;2;2;2;2;3;3;2;3;2;3;4;1;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;1;1;14;11;12;6;13;50;15;50;5;3;4
5;5;5;5;5;4;370;2;7;5;4;5;4;5;4;4;4;4;3;4;3;4;4;4;2;2;4;3;2;1;2;1;2;3;2;1;2;2;2;2;4;5;4;4;5;4;4;4;5;3;4;5;3;2;5;2;1;2;1;1;2;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;1;4;2;1;1;2;1;1;1;1;2;0;2;1;0;1;1;0;0;0;2;1;0;29;18;9;12;35;61;19;31;8;10;2
4;4;4;4;4;4;780;90;7;6;3;6;3;5;5;4;4;6;3;3;3;3;3;3;3;3;3;3;3;1;2;2;2;2;2;2;2;2;2;2;4;3;4;3;4;2;2;3;4;3;3;3;3;3;3;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;18;10;14;33;47;20;24;0;0;0
5;3;5;4;4;5;600;90;7;6;4;4;4;7;7;1;4;2;4;3;4;3;4;4;4;4;3;4;2;1;2;1;2;2;2;1;2;1;0;1;4;5;3;4;4;4;4;4;5;3;3;5;4;4;5;2;2;2;3;2;3;2;3;3;2;2;1;2;2;2;3;3;3;3;2;2;2;4;2;1;1;1;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;2;1;26;18;14;7;39;61;14;51;12;10;11
5;5;5;5;4;5;80;90;7;6;4;4;3;5;6;4;4;4;4;2;4;2;2;5;2;2;5;4;2;1;2;2;2;2;3;2;2;2;2;2;4;4;5;2;4;1;2;3;5;4;3;5;2;1;4;1;1;3;2;1;1;1;2;2;2;4;4;2;2;1;3;2;3;2;3;4;3;4;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;29;17;11;12;34;49;21;49;4;0;1
5;2;5;5;3;2;120;120;7;4;3;3;6;4;4;4;3;2;5;4;4;4;4;4;3;4;4;4;4;1;2;2;2;2;3;2;2;1;2;2;4;4;4;3;5;4;2;4;4;4;3;4;3;4;4;1;2;2;2;1;1;2;1;1;1;1;1;2;1;2;1;1;2;1;1;1;1;4;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;22;16;8;9;44;56;20;29;1;1;1
4;4;2;2;4;2;40;60;5;4;2;2;3;7;3;3;3;2;4;4;2;4;4;3;4;4;5;4;4;1;3;1;2;2;3;1;2;2;3;3;4;4;5;4;4;4;4;5;4;4;4;5;3;2;3;3;3;2;2;1;4;4;1;1;1;1;2;3;1;2;2;1;2;2;1;2;1;4;1;1;0;0;2;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;2;18;11;10;8;42;59;22;42;4;1;7
5;3;4;2;2;4;340;60;6;5;3;5;3;4;4;3;2;3;4;3;4;4;3;4;4;4;3;4;4;1;1;1;2;2;1;1;1;0;1;1;4;4;4;4;4;4;2;3;4;3;3;4;4;4;4;3;3;3;2;4;2;3;2;3;3;3;2;4;2;2;3;3;4;3;4;2;3;4;2;2;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;2;1;20;16;8;8;41;55;11;63;8;7;6
5;4;3;4;4;4;312;120;6;3;2;3;2;4;4;4;5;5;4;3;4;5;4;2;4;3;3;3;2;1;2;1;3;2;1;1;1;1;1;2;3;2;5;4;3;4;3;3;2;4;3;3;2;4;2;2;3;3;1;3;2;1;2;2;3;2;3;3;2;3;2;2;3;2;3;3;2;4;2;1;1;0;0;2;0;1;1;1;0;2;1;0;2;0;0;1;2;2;2;24;10;8;14;37;47;15;52;8;8;5
4;4;4;2;2;4;90;60;7;3;3;6;3;4;2;1;2;2;5;5;4;4;5;5;2;5;4;5;1;1;2;2;2;2;2;1;2;0;2;0;4;5;4;2;5;2;4;2;5;5;5;5;3;3;5;3;1;3;2;4;4;2;3;2;3;2;2;4;2;4;3;4;2;4;3;2;1;4;3;0;2;1;2;2;0;3;0;3;2;3;3;0;1;2;0;2;2;0;2;20;15;6;5;45;59;15;60;15;4;14
4;4;4;2;4;4;500;20;7;4;3;5;3;6;6;4;4;5;2;2;3;2;2;2;2;5;4;4;2;1;2;1;3;3;2;2;3;2;2;2;4;2;5;1;4;3;2;4;3;1;1;4;4;4;4;3;1;3;2;3;3;2;1;3;3;3;1;4;1;1;1;4;3;3;2;3;2;4;2;1;1;0;2;1;0;0;2;0;3;2;2;2;0;0;0;1;0;0;0;22;15;12;13;30;46;22;52;11;3;5
5;4;5;5;5;5;192;120;7;4;4;5;4;4;4;5;5;3;4;4;4;2;4;4;4;4;4;4;4;1;2;2;2;2;2;1;2;2;2;2;4;3;4;3;4;2;4;4;2;4;4;4;2;2;2;3;2;3;3;2;2;2;2;2;2;3;2;2;2;1;2;2;2;2;2;3;2;4;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;29;17;8;13;42;48;19;48;7;2;4
4;3;4;2;2;3;20;10;6;2;2;3;2;5;5;2;2;2;4;4;3;2;4;4;5;3;4;2;4;1;2;3;2;2;2;2;3;2;3;3;4;4;4;3;5;3;3;4;4;2;4;4;3;2;5;2;2;2;1;1;2;3;2;2;1;1;1;3;1;2;1;2;2;2;1;1;1;4;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;18;9;10;6;39;54;24;36;2;2;1
4;4;4;5;2;4;64;120;6;4;2;6;2;7;6;3;5;4;5;5;5;5;4;5;5;5;5;5;4;1;2;1;2;2;2;2;3;0;3;2;4;3;5;5;4;4;4;5;4;4;4;4;2;4;5;2;2;3;2;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;1;4;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;14;13;12;53;61;19;31;4;2;0
2;3;2;1;3;4;154;15;5;4;3;4;3;5;5;2;2;2;2;2;2;3;3;2;2;4;4;4;2;1;3;3;3;3;3;3;3;3;3;3;3;2;3;2;5;1;1;4;1;2;3;3;2;2;2;2;2;2;2;2;2;4;2;2;2;2;4;3;4;2;2;2;2;2;4;4;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;14;10;6;30;36;30;54;0;1;0
5;3;4;4;4;5;130;20;6;3;3;4;3;4;4;3;2;4;2;4;4;1;4;4;4;4;3;4;2;1;2;2;2;2;2;1;2;1;2;2;4;3;4;3;4;4;4;4;4;4;2;4;4;2;4;3;3;2;2;2;2;2;1;2;1;2;1;3;2;1;1;2;1;2;1;2;2;4;1;0;0;0;1;1;1;1;2;1;1;1;1;2;2;0;0;1;1;1;0;25;13;8;9;36;54;18;40;8;7;3
5;3;4;4;4;3;260;60;7;2;2;3;2;1;6;2;4;2;3;4;3;3;3;3;3;4;4;3;3;1;2;2;3;2;2;2;2;2;2;2;4;2;4;2;4;3;2;3;4;4;3;5;3;3;4;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;23;9;7;8;36;50;21;26;2;0;0
4;3;3;3;2;2;450;25;6;3;2;2;2;3;2;2;2;2;3;3;2;2;2;2;2;2;4;2;2;1;2;2;2;2;2;1;2;2;2;2;3;2;4;2;3;3;4;3;3;2;3;4;2;2;2;2;2;2;2;2;2;3;2;2;1;2;2;3;3;2;2;1;1;2;2;1;2;4;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;1;1;17;9;5;6;26;42;19;43;3;2;5
2;3;3;2;3;3;100;30;5;3;3;3;3;6;6;2;2;2;2;2;2;2;2;1;2;2;2;4;2;1;3;3;3;3;2;2;3;0;3;3;4;3;4;2;3;4;2;2;2;2;3;4;3;3;3;1;1;1;1;1;2;1;1;1;1;1;1;2;1;2;1;1;1;1;1;3;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12;12;6;23;44;25;27;1;0;0
4;2;3;2;1;1;25;30;7;4;3;4;3;3;3;2;2;2;1;2;3;2;3;3;3;3;4;3;1;1;1;1;1;2;1;0;1;0;1;1;4;4;3;3;5;3;3;4;3;5;4;4;2;2;5;2;2;3;2;2;3;2;3;2;2;2;3;2;2;3;1;3;3;4;3;3;2;4;1;0;0;0;2;1;0;1;0;1;1;0;2;0;1;1;2;0;1;1;1;13;14;6;6;28;54;9;54;4;3;9
4;4;4;3;3;4;105;45;6;4;3;4;3;5;4;2;3;2;4;4;3;2;4;4;2;4;3;4;2;1;1;1;2;2;1;0;0;0;1;0;5;5;5;5;5;4;4;5;4;3;3;5;3;4;4;3;3;2;3;2;4;2;1;1;2;2;1;3;2;3;2;3;2;3;1;1;2;4;2;0;2;1;3;2;0;1;1;2;3;3;3;3;0;3;2;2;0;0;3;22;14;9;7;36;64;8;48;16;2;18
4;2;3;3;1;4;320;7;6;4;4;4;4;4;4;1;1;1;4;2;4;4;4;5;4;4;4;5;5;1;0;0;0;0;0;0;0;1;0;0;5;5;4;4;3;5;4;3;5;5;2;5;5;5;5;4;3;4;4;4;4;3;4;4;4;4;2;4;3;4;4;4;4;4;4;3;4;4;3;2;3;1;3;3;2;3;3;3;3;3;3;3;3;3;3;0;0;3;3;17;16;8;3;45;65;1;82;18;14;21
2;3;3;2;2;3;1000;100;3;2;3;3;4;3;4;3;4;4;2;3;3;3;4;2;3;2;5;2;3;1;2;2;1;1;2;1;2;2;1;3;2;3;1;2;2;3;2;3;4;2;5;2;4;3;3;2;3;2;3;2;1;2;2;3;2;3;2;2;1;3;1;2;2;2;2;1;2;4;0;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;15;12;7;11;32;41;17;45;4;5;4
3;3;3;2;2;2;300;10;5;2;2;2;2;7;4;1;1;1;3;2;2;3;2;2;2;2;4;2;3;1;2;2;2;2;3;2;2;2;3;3;4;2;3;3;4;4;3;2;3;1;4;3;3;2;2;1;1;3;2;1;3;1;1;2;1;2;1;2;1;1;1;1;1;2;1;3;2;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8;11;3;27;43;23;34;0;1;1
5;2;5;3;2;4;500;130;7;5;2;5;3;6;6;2;2;2;2;2;2;2;3;2;2;3;3;2;2;1;3;2;3;3;3;3;2;2;3;3;2;1;3;2;3;2;1;4;3;2;3;3;4;2;3;1;2;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;4;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;21;15;12;6;25;38;27;28;3;2;0
5;3;4;4;2;4;208;150;7;6;4;6;4;5;6;4;4;3;4;2;2;2;2;3;2;4;3;3;3;1;2;1;3;2;2;1;3;1;2;2;2;4;4;2;4;5;3;5;4;2;2;3;5;5;4;3;1;1;1;4;3;1;3;2;4;2;1;3;1;3;4;4;4;3;2;3;4;4;0;0;1;0;1;1;0;0;2;0;0;0;0;2;1;0;1;1;0;2;0;22;20;11;11;30;54;19;57;4;5;3
5;5;5;5;5;5;300;45;6;5;3;6;3;6;6;4;4;5;4;2;4;1;4;2;2;4;4;3;1;1;1;2;2;2;3;2;2;1;2;1;4;4;4;1;1;5;3;5;4;3;2;4;5;5;4;1;2;2;2;2;2;3;1;3;1;1;1;2;2;2;1;3;2;2;2;2;1;4;0;1;1;0;1;1;0;0;0;0;2;2;2;2;0;1;0;1;0;0;0;30;17;12;13;31;54;18;40;8;1;5
4;2;3;2;1;2;120;10;7;2;2;3;3;5;5;1;1;1;1;1;1;4;2;2;1;2;4;2;1;1;2;1;3;2;2;1;2;2;3;3;4;2;3;4;5;4;1;4;4;2;4;4;3;2;3;4;2;1;2;2;3;1;1;1;1;1;1;3;2;1;3;3;2;2;1;1;1;4;1;0;0;0;2;0;0;0;0;2;0;1;1;0;0;0;0;3;2;0;1;14;10;10;3;21;49;21;39;5;2;6
1;1;3;1;3;1;1324;280;5;5;5;5;5;6;6;3;4;4;3;3;5;4;5;2;4;2;4;2;3;1;3;1;2;3;2;2;2;2;2;3;2;2;4;1;5;3;1;5;1;2;3;5;3;1;1;2;1;1;1;2;1;2;1;1;1;1;3;3;1;2;2;2;2;1;1;2;2;4;0;3;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;2;0;1;1;10;20;12;11;37;39;22;35;4;5;2
4;2;4;3;3;4;300;30;5;4;5;4;3;2;2;3;2;1;4;4;3;3;3;4;3;3;3;3;3;1;2;2;2;2;2;2;2;2;2;2;4;2;3;3;4;4;3;3;3;4;3;2;3;3;4;2;1;1;1;2;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1;2;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;16;4;6;36;48;20;29;1;0;0
4;4;4;2;4;4;190;60;7;4;3;2;2;4;5;3;3;3;2;2;2;2;4;2;2;4;3;2;2;1;2;1;2;2;2;1;2;2;2;2;4;2;4;2;4;2;2;4;4;2;3;4;3;3;4;2;1;2;1;2;2;1;1;1;1;3;2;2;1;2;1;1;3;1;1;3;1;4;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;22;11;9;9;27;47;18;35;3;0;0
5;3;5;5;5;5;100;1000;7;5;3;4;2;7;7;2;1;1;1;5;2;1;5;1;1;5;5;2;2;1;1;1;2;1;1;1;1;1;1;1;4;4;4;3;4;2;2;2;5;2;4;4;2;2;4;2;3;4;3;2;4;1;3;4;4;2;1;3;2;2;4;2;2;4;4;2;2;4;1;0;1;0;2;1;1;0;1;1;1;1;2;1;1;2;2;2;0;0;1;28;14;14;4;30;48;11;60;7;3;11
